date,value,asset_key,asset_name,log_price,log_return,r_lag_1,r_lag_3,r_lag_6,r_lag_12,r_roll_mean_3,r_roll_std_3,r_roll_mean_6,r_roll_std_6,r_roll_mean_12,r_roll_std_12,y_next_return
1993-02-01,8.55949974060059,sugar,Sugar,2.147041746927256,0.03828416110071098,0.01090693416697519,-0.016905286500887406,-0.0443563609603288,-0.07147421153538058,-9.656131417420017e-07,0.044747553345100506,-0.023654533487612,0.04194196636445831,0.0072850284137689165,0.060561512127551724,0.21614750294496288
1993-03-01,10.6247825622559,sugar,Sugar,2.3631892498722187,0.21614750294496288,0.03828416110071098,-0.049193992107111395,-0.05763553272265476,0.05064681698892404,0.08844619940421634,0.11143650808038509,0.021975972456990938,0.10261880202401712,0.02107675224343882,0.08517650821433963,0.04859185312637049
1993-04-01,11.1538095474243,sugar,Sugar,2.411781102998589,0.04859185312637049,0.21614750294496288,0.01090693416697519,-0.06738348486270462,0.13635111664191246,0.10100783905734811,0.09984697681371547,0.04130519545517012,0.09288129194329525,0.013763480283810322,0.07782994714324422,0.058688504796900354
1993-05-01,11.8280000686646,sugar,Sugar,2.4704696077954895,0.058688504796900354,0.04859185312637049,0.03828416110071098,-0.016905286500887406,0.016531821717662876,0.1078092869560779,0.09395936556022354,0.05390416067146808,0.0884262264854303,0.01727653720708011,0.07891019215272271,-0.1287948854381038
1993-06-01,10.3986368179321,sugar,Sugar,2.3416747223573857,-0.1287948854381038,0.058688504796900354,0.21614750294496288,-0.049193992107111395,0.07361588786948614,-0.007171509171610986,0.10544984511408571,0.04063734511630268,0.11026300342853587,0.00040897276478094974,0.08699193484002402,-0.07212946372734308
1993-07-01,9.67500019073486,sugar,Sugar,2.2695452586300426,-0.07212946372734308,-0.1287948854381038,0.04859185312637049,0.01090693416697519,-0.0034417403667577062,-0.047411948122848845,0.0961546779244074,0.026797945467249635,0.11955996953085322,-0.005315004181934498,0.0894922006918546,-0.034995699964587956
1993-08-01,9.34227275848389,sugar,Sugar,2.2345495586654547,-0.034995699964587956,-0.07212946372734308,0.058688504796900354,0.03828416110071098,-0.0443563609603288,-0.07864001637667828,0.04723729745363908,0.014584635289699813,0.12187244427212561,-0.004534949098956094,0.08916114531017205,0.020514977265610135
1993-09-01,9.53590869903564,sugar,Sugar,2.255064535931065,0.020514977265610135,-0.034995699964587956,-0.1287948854381038,0.21614750294496288,-0.05763553272265476,-0.028870062142106967,0.04662500070534427,-0.018020785656858978,0.07388282865759295,0.00197759340006598,0.08777330121880184,0.07657065301452537
1993-10-01,10.2947616577148,sugar,Sugar,2.33163518894559,0.07657065301452537,0.020514977265610135,-0.07212946372734308,0.04859185312637049,-0.06738348486270462,0.02069664343851585,0.055783398347660856,-0.013357652342166496,0.07959043862503822,0.013973771556501813,0.0872675834617833,-0.021668312712961768
1993-11-01,10.0740909576416,sugar,Sugar,2.3099668762326284,-0.021668312712961768,0.07657065301452537,-0.034995699964587956,0.058688504796900354,-0.016905286500887406,0.02513910585572458,0.04928245652070353,-0.02675045526047685,0.07137983594807325,0.013576852705495615,0.08743147642349874,0.043559281040030484
1993-12-01,10.522608757019,sugar,Sugar,2.353526157272659,0.043559281040030484,-0.021668312712961768,0.020514977265610135,-0.1287948854381038,-0.049193992107111395,0.03282054044719803,0.04999213947153802,0.0019752391525455306,0.05487222443309088,0.021306292134424105,0.0854553206010137,-0.021474744945248148
1994-01-01,10.2990474700928,sugar,Sugar,2.3320514123274108,-0.021474744945248148,0.043559281040030484,0.07657065301452537,-0.07212946372734308,0.01090693416697519,0.00013874112727352284,0.03760341516214536,0.010417692282894686,0.04401261125472751,0.018607818875072162,0.08632044917396314,0.04957590915528698
1994-02-01,10.8225002288818,sugar,Sugar,2.3816273214826977,0.04957590915528698,-0.021474744945248148,-0.021668312712961768,-0.034995699964587956,0.03828416110071098,0.02388681508335644,0.03939928044572448,0.024512960469540507,0.03991110118495757,0.01954879787962016,0.08661548164991867,0.08044823314554295
1994-03-01,11.7291307449341,sugar,Sugar,2.4620755546282407,0.08044823314554295,0.04957590915528698,0.043559281040030484,0.020514977265610135,0.21614750294496288,0.03618313245186059,0.05226469378648317,0.03450183644952931,0.045779001711609785,0.008240525396335166,0.0647005861569524,-0.06295374218969751
1994-04-01,11.013500213623,sugar,Sugar,2.399121812438543,-0.06295374218969751,0.08044823314554295,-0.021474744945248148,0.07657065301452537,0.04859185312637049,0.022356800037044138,0.07547643048267014,0.01124777058215883,0.05470261418451785,-0.0010549408800038333,0.06636767429704538,0.05015765311788645
1994-05-01,11.5799999237061,sugar,Sugar,2.4492794655564296,0.05015765311788645,-0.06295374218969751,0.04957590915528698,-0.021668312712961768,0.058688504796900354,0.02255071469124396,0.0755820012931753,0.023218764887300198,0.053912080621381156,-0.0017658451865883256,0.0657119997143401,0.039634272935194836
1994-06-01,12.0481815338135,sugar,Sugar,2.4889137384916244,0.039634272935194836,0.05015765311788645,0.08044823314554295,0.043559281040030484,-0.1287948854381038,0.00894606128779459,0.06248897252870987,0.02256459686982759,0.05363902847176115,0.012269918011186562,0.05283963466064954,-0.022995795423319976
1994-07-01,11.7742853164673,sugar,Sugar,2.4659179430683045,-0.022995795423319976,0.039634272935194836,-0.06295374218969751,-0.021474744945248148,-0.07212946372734308,0.0222653768765871,0.03954890227413114,0.02231108845681562,0.05389179343143004,0.016364390369855153,0.04732050810572895,0.02685624541989373
1994-08-01,12.0947828292847,sugar,Sugar,2.492774188488198,0.02685624541989373,-0.022995795423319976,0.05015765311788645,0.04957590915528698,-0.034995699964587956,0.014498240977256197,0.03309337654276529,0.01852447783425008,0.0523696180630283,0.021518719151895294,0.04450224738159188,0.04045350447545548
1994-09-01,12.594090461731,sugar,Sugar,2.5332276929636537,0.04045350447545548,0.02685624541989373,0.039634272935194836,0.08044823314554295,0.020514977265610135,0.01477131815734308,0.03340639930637607,0.011858689722568835,0.04492798422145408,0.023180263086049074,0.04483235449038801,0.01293826248815133
1994-10-01,12.7580947875977,sugar,Sugar,2.546165955451805,0.01293826248815133,0.04045350447545548,-0.022995795423319976,-0.06295374218969751,0.07657065301452537,0.02674933746116685,0.013757932525954177,0.024507357168876975,0.026596810375460682,0.017877563875517904,0.041589204798179555,0.0875851095491873
1994-11-01,13.9259090423584,sugar,Sugar,2.6337510650009923,0.0875851095491873,0.01293826248815133,0.02685624541989373,0.05015765311788645,-0.021668312712961768,0.04699229217093137,0.037750559630730075,0.030745266574093783,0.036398757372566676,0.02698201573069699,0.04403186300736226,0.05237806699746983
1994-12-01,14.6747617721558,sugar,Sugar,2.686129131998462,0.05237806699746983,0.0875851095491873,0.04045350447545548,0.039634272935194836,0.043559281040030484,0.050967146344936154,0.03734341932461778,0.032869232251139614,0.0373797911450056,0.027716914560483603,0.04440569920242482,0.00816015901044631
1995-01-01,14.7950000762939,sugar,Sugar,2.6942892910089085,0.00816015901044631,0.05237806699746983,0.01293826248815133,-0.022995795423319976,-0.021474744945248148,0.049374445185701145,0.039797575303169734,0.038061891323433995,0.02937379329988049,0.030186489890124808,0.04219003440412025,-0.026540368146210636
