date,value,asset_key,asset_name,log_price,log_return,r_lag_1,r_lag_3,r_lag_6,r_lag_12,r_roll_mean_3,r_roll_std_3,r_roll_mean_6,r_roll_std_6,r_roll_mean_12,r_roll_std_12,y_next_return
1993-02-01,990.991333007813,cocoa,Cocoa,6.8987057885882255,-0.04400120253484019,0.0006448796468800921,0.004571236997371386,0.06723825850203724,-0.07325033600862252,-0.02755241675641784,0.024532402857676633,-0.029391449959859834,0.02535281229623447,-0.015323631044434608,0.06138187551010326,-0.013892773542129255
1993-03-01,977.318908691406,cocoa,Cocoa,6.884813015046096,-0.013892773542129255,-0.04400120253484019,-0.03930092738129343,-0.054928362661533114,-0.05442017865536375,-0.019083032143363116,0.022771083676562064,-0.02255218510662586,0.022455499346988636,-0.011946347284998401,0.06013750593697233,0.03363277996231595
1993-04-01,1010.74786376953,cocoa,Cocoa,6.918445795008412,0.03363277996231595,-0.013892773542129255,0.0006448796468800921,-0.04333432382574376,-0.07593757854492189,-0.008087065371551164,0.039141263330577665,-0.009724334475282573,0.029184851391604722,-0.0028154840760619138,0.057811467115644215,-0.012625736968355561
1993-05-01,998.066650390625,cocoa,Cocoa,6.905820058040057,-0.012625736968355561,0.03363277996231595,-0.04400120253484019,0.004571236997371386,-0.04917607217344333,0.002371423150610378,0.027080540387913188,-0.012590496802903731,0.028332113255165645,0.0002303771910287337,0.05608389228603771,-0.058148783179457375
1993-06-01,941.685424804688,cocoa,Cocoa,6.847671274860599,-0.058148783179457375,-0.012625736968355561,-0.013892773542129255,-0.03930092738129343,-0.03338424894521186,-0.012380580061832328,0.04589127269556209,-0.015731806102597723,0.03260811745165519,-0.0018333339951583927,0.057860733381923546,0.11707254269365386
1993-07-01,1058.64367675781,cocoa,Cocoa,6.964743817554253,0.11707254269365386,-0.058148783179457375,0.03363277996231595,0.0006448796468800921,0.1381449470428473,0.015432674181946974,0.09091800749792268,0.0036728044051979047,0.06391558869009732,-0.003589367690924513,0.05337193136942317,0.026591849437195947
1993-08-01,1087.17260742188,cocoa,Cocoa,6.991335666991449,0.026591849437195947,0.11707254269365386,-0.012625736968355561,-0.04400120253484019,0.06723825850203724,0.028505202983797478,0.08762633138234466,0.015438313067203927,0.059745997206530926,-0.006976568446327954,0.049626669266033076,0.15014786514852307
1993-09-01,1263.30114746094,cocoa,Cocoa,7.141483532139972,0.15014786514852307,0.026591849437195947,-0.058148783179457375,-0.013892773542129255,-0.054928362661533114,0.0979374190931243,0.06396199630264904,0.04277841951564598,0.07829352868226924,0.010113117204510061,0.06464932969008785,0.02127982533382422
1993-10-01,1290.47204589844,cocoa,Cocoa,7.162763357473796,0.02127982533382422,0.15014786514852307,0.11707254269365386,0.03363277996231595,-0.04333432382574376,0.06600651330651441,0.0729169371090779,0.040719593744230696,0.07874325039674136,0.01549762963447406,0.06244637324909343,0.023968486137702527
1993-11-01,1321.7763671875,cocoa,Cocoa,7.186731843611499,0.023968486137702527,0.02127982533382422,0.026591849437195947,-0.012625736968355561,0.004571236997371386,0.06513205887334994,0.07363811996305246,0.04681863092857371,0.07511881679708998,0.017114067062834987,0.06238885372909644,0.028145628301919245
1993-12-01,1359.50708007813,cocoa,Cocoa,7.214877471913418,0.028145628301919245,0.023968486137702527,0.15014786514852307,-0.058148783179457375,-0.03930092738129343,0.024464646591148664,0.0034596884246775378,0.06120103284213648,0.05710268869102834,0.02273461336976938,0.059830075305527794,-0.07313665240691591
1994-01-01,1263.62622070313,cocoa,Cocoa,7.141740819506502,-0.07313665240691591,0.028145628301919245,0.02127982533382422,0.11707254269365386,0.0006448796468800921,-0.007007512655764714,0.05730758651640707,0.02949950032537485,0.07099105628209793,0.016586152365286377,0.06579977715816665,-0.029744322673719736
1994-02-01,1226.59399414063,cocoa,Cocoa,7.1119964968327825,-0.029744322673719736,-0.07313665240691591,0.023968486137702527,0.026591849437195947,-0.04400120253484019,-0.024911782259572135,0.05081377944550666,0.020110138306888903,0.0750613959041735,0.017774225687046414,0.064726322128875,0.06363769202649383
1994-03-01,1307.18884277344,cocoa,Cocoa,7.175634188859276,0.06363769202649383,-0.029744322673719736,0.028145628301919245,0.15014786514852307,-0.013892773542129255,-0.013081094351380607,0.06989315207793287,0.005691776119884029,0.04880280380706645,0.024235097817765006,0.06514613560007357,-0.04954544365232039
1994-04-01,1244.00183105469,cocoa,Cocoa,7.126088745206956,-0.04954544365232039,0.06363769202649383,-0.07313665240691591,0.02127982533382422,0.03363277996231595,-0.005217358099848764,0.060446542861673704,-0.006112435377806739,0.05268907858850522,0.017303579183211976,0.0683991688431758,0.10280274337456419
1994-05-01,1378.693359375,cocoa,Cocoa,7.22889148858152,0.10280274337456419,-0.04954544365232039,-0.029744322673719736,0.023968486137702527,-0.012625736968355561,0.03896499724957921,0.0791141512199982,0.007026607495003538,0.06899643853168916,0.026922619211788623,0.07183753211371097,0.05657975179780994
1994-06-01,1458.94848632813,cocoa,Cocoa,7.28547124037933,0.05657975179780994,0.10280274337456419,0.06363769202649383,0.028145628301919245,-0.058148783179457375,0.03661235050668458,0.07811219724431823,0.011765628077651987,0.07166211526914486,0.036483330459894235,0.06695484016426752,0.06431836096701726
1994-07-01,1555.869140625,cocoa,Cocoa,7.349789601346347,0.06431836096701726,0.05657975179780994,-0.04954544365232039,-0.07313665240691591,0.11707254269365386,0.0745669520464638,0.024757149511029287,0.03467479697330752,0.0601360228315171,0.03208714864934118,0.06278441298775443,-0.003024100879930991
1994-08-01,1551.17114257813,cocoa,Cocoa,7.346765500466416,-0.003024100879930991,0.06431836096701726,0.10280274337456419,-0.029744322673719736,0.026591849437195947,0.0392913372949654,0.03684994910333723,0.03912816727227231,0.05519799831714266,0.029619152789580605,0.06359689611043512,-0.04274493572943161
1994-09-01,1486.26354980469,cocoa,Cocoa,7.304020564736985,-0.04274493572943161,-0.003024100879930991,0.05657975179780994,0.06363769202649383,0.15014786514852307,0.006183108119218221,0.05412224032727645,0.0213977293129514,0.06237046208129337,0.013544752716417715,0.05401933315147778,-0.026283917148173686
1994-10-01,1447.70764160156,cocoa,Cocoa,7.277736647588811,-0.026283917148173686,-0.04274493572943161,0.06431836096701726,-0.04954544365232039,0.02127982533382422,-0.024017651252512096,0.019957157891786655,0.02527465039697585,0.05762082126711317,0.009581107509584555,0.05513367036766359,-0.011876185740390177
1994-11-01,1430.61608886719,cocoa,Cocoa,7.265860461848421,-0.011876185740390177,-0.026283917148173686,-0.003024100879930991,0.10280274337456419,0.023968486137702527,-0.02696834620599849,0.01544575229060987,0.006161495544483457,0.044223293662853116,0.0065940515197434975,0.05525419475503548,-0.023415277935096235
1994-12-01,1397.50695800781,cocoa,Cocoa,7.242445183913325,-0.023415277935096235,-0.011876185740390177,-0.04274493572943161,0.05657975179780994,0.028145628301919245,-0.020525126941220034,0.007626297309655463,-0.007171009411000906,0.03753598099813806,0.0022973093333255403,0.05543040836763769,0.048910211410620796
1995-01-01,1467.55847167969,cocoa,Cocoa,7.291355395323945,0.048910211410620796,-0.023415277935096235,-0.026283917148173686,0.06431836096701726,-0.07313665240691591,0.004539582578378128,0.038856816511340236,-0.009739034337066984,0.031747611208201354,0.012467881318120266,0.051380068236709764,0.02892820459122536
1995-02-01,1510.63232421875,cocoa,Cocoa,7.320283599915171,0.02892820459122536,0.048910211410620796,-0.011876185740390177,-0.003024100879930991,-0.029744322673719736,0.018141046022249974,0.03734991559252202,-0.004413650091874259,0.03555126106901347,0.017357258590199025,0.04976419440009987,-0.01715941857507186
